,val_loss,val_accuracy,val_auc_1,loss,accuracy,auc_1
0,2.053925037384033,0.234375,0.5851483941078186,2.076471635862455,0.15201729536056519,0.5282238721847534
1,2.0010008811950684,0.3125,0.6778041124343872,2.040712881500508,0.2103746384382248,0.6124672889709473
2,1.9604464769363403,0.2890625,0.7315325140953064,2.0022578847511356,0.2514409124851227,0.6924095153808594
3,1.9125531911849976,0.28125,0.7478376030921936,1.9616673209138151,0.27017292380332947,0.723422110080719
4,1.8244861364364624,0.296875,0.773202121257782,1.905849500760565,0.3025936484336853,0.7321584820747375
5,1.8034343719482422,0.46875,0.7933872938156128,1.8446198485114358,0.2876420319080353,0.7481674551963806
6,1.7547566890716553,0.3125,0.7602407932281494,1.7880464575819734,0.32780981063842773,0.7592443823814392
7,1.6545706987380981,0.34375,0.8118024468421936,1.7531493414375898,0.3162824213504791,0.7607806324958801
8,1.6563317775726318,0.40625,0.8003365397453308,1.7216517708830599,0.3292507231235504,0.770942211151123
9,1.683133602142334,0.375,0.7550921440124512,1.685024824884508,0.3796829879283905,0.7785459756851196
10,1.5912978649139404,0.4140625,0.813424289226532,1.6646148059141395,0.3573487102985382,0.7836604714393616
11,1.6318461894989014,0.28125,0.78271484375,1.6375918862455516,0.36383286118507385,0.7936620116233826
12,1.519707202911377,0.4375,0.8295767307281494,1.5885155912091478,0.3904899060726166,0.8091890215873718
13,1.4553309679031372,0.4375,0.8424246907234192,1.6185291174165797,0.3681556284427643,0.7951822280883789
14,1.5447988510131836,0.3828125,0.8207964301109314,1.5856308720640901,0.39553314447402954,0.8086252212524414
15,1.5444493293762207,0.34375,0.8129883408546448,1.5587925443731743,0.3904899060726166,0.8130979537963867
16,1.4441938400268555,0.4375,0.8482927680015564,1.5434987436641345,0.4098011255264282,0.8195167779922485
17,1.5114102363586426,0.5,0.8249162435531616,1.5105164731270297,0.4308357238769531,0.8290824890136719
18,1.4883224964141846,0.4375,0.8335004448890686,1.545579572232381,0.41858789324760437,0.8192331194877625
19,1.4565969705581665,0.46875,0.8496791124343872,1.510075101247782,0.4229106605052948,0.828070342540741
20,1.4625332355499268,0.421875,0.8378251791000366,1.4735689589200858,0.44668588042259216,0.8394539952278137
21,1.3191102743148804,0.625,0.8838587999343872,1.4887361665915329,0.44078946113586426,0.8340044021606445
22,1.3860958814620972,0.4921875,0.8608179688453674,1.4555925889448686,0.453125,0.8445108532905579
23,1.470925211906433,0.4375,0.8337751030921936,1.4460203400262839,0.45749279856681824,0.846375048160553
24,1.4132639169692993,0.4375,0.855050265789032,1.4456913268531777,0.46902015805244446,0.8451067805290222
25,1.1718698740005493,0.5625,0.9137136936187744,1.4121124744415283,0.49147728085517883,0.8561035990715027
26,1.3830876350402832,0.46875,0.8601902723312378,1.3914749625780396,0.4963977038860321,0.8583477139472961
27,1.25698721408844,0.625,0.8860212564468384,1.425299721154553,0.4707602262496948,0.8500334620475769
28,1.2376110553741455,0.5234375,0.8933890461921692,1.382053416469255,0.5007204413414001,0.8607206344604492
29,1.396181344985962,0.375,0.854561984539032,1.3884258620677146,0.4646974205970764,0.8577785491943359
30,1.2752985954284668,0.53125,0.8845912218093872,1.3427862254056064,0.49928978085517883,0.8694137930870056
31,1.2260313034057617,0.46875,0.8912527561187744,1.3893587953419095,0.49927952885627747,0.8587627410888672
32,1.271699070930481,0.515625,0.8842206597328186,1.3561055643070672,0.48991355299949646,0.865423321723938
33,1.2872674465179443,0.5,0.8750697374343872,1.338097321197004,0.5043227672576904,0.869102954864502
34,1.2211161851882935,0.5234375,0.894736111164093,1.309925501216042,0.5338616967201233,0.8761411309242249
35,1.371100664138794,0.4375,0.8591656684875488,1.3253919102616545,0.5108069181442261,0.8727580904960632
36,1.2242817878723145,0.5390625,0.8930577039718628,1.2929411934157269,0.5353025794029236,0.8792456388473511
37,1.2237141132354736,0.5625,0.8952985405921936,1.3213432130621214,0.5136887431144714,0.8727724552154541
38,1.2546472549438477,0.484375,0.8871023654937744,1.340880049065142,0.5014409422874451,0.8681108355522156
39,1.1751043796539307,0.53125,0.8988560438156128,1.287353538298813,0.5381844639778137,0.8787235021591187
40,1.19011652469635,0.5859375,0.8988255858421326,1.3149272265283107,0.5288184285163879,0.8744251132011414
