,val_loss,val_accuracy,val_auc_1,loss,accuracy,auc_1
0,2.0278189182281494,0.21875,0.6497018337249756,2.078807494138778,0.16426512598991394,0.5358015298843384
1,1.7505803108215332,0.25,0.760881781578064,1.9161101871677366,0.26224783062934875,0.7050369381904602
2,1.5180855989456177,0.4453125,0.8253391981124878,1.6931561339985242,0.3380681872367859,0.7699092626571655
3,1.642515778541565,0.28125,0.784249484539032,1.6104743383084124,0.3684210479259491,0.7990949749946594
4,1.4523303508758545,0.40625,0.840345025062561,1.5329220294952393,0.4296875,0.8216501474380493
5,1.391318917274475,0.46875,0.8489815592765808,1.477890186419748,0.43876081705093384,0.8358574509620667
6,1.3987789154052734,0.4296875,0.8520638942718506,1.4828788210404367,0.42579251527786255,0.8345999717712402
7,1.2236578464508057,0.5,0.8937639594078064,1.3923979579356678,0.4861111044883728,0.8584820032119751
8,1.3382151126861572,0.4453125,0.8663549423217773,1.3766457601027056,0.4957386255264282,0.8589534759521484
9,1.276628017425537,0.5625,0.8793247938156128,1.389814192348667,0.48198845982551575,0.8565196990966797
10,1.1698410511016846,0.5234375,0.898847222328186,1.3225960552864184,0.5180115103721619,0.8722324371337891
11,1.4187371730804443,0.4375,0.8486328125,1.2734029176255812,0.5309798121452332,0.8810805082321167
12,1.2362935543060303,0.546875,0.8872593641281128,1.2370447387612862,0.5547550320625305,0.888075053691864
13,1.0600974559783936,0.59375,0.9187360405921936,1.2775363393063504,0.5374639630317688,0.8804624080657959
14,1.2204551696777344,0.5859375,0.8899623155593872,1.237384324802102,0.5554755330085754,0.8879215717315674
15,1.1211566925048828,0.5,0.9075055718421936,1.1750633730324958,0.568443775177002,0.9003627896308899
16,1.117426872253418,0.5703125,0.910836398601532,1.2136445389013812,0.560518741607666,0.8921542763710022
17,1.1775035858154297,0.5625,0.8987861275672913,1.2162957490349366,0.579250693321228,0.8923153281211853
18,1.1516002416610718,0.578125,0.9027667045593262,1.1580471884120593,0.5873579382896423,0.9036694169044495
19,0.9752288460731506,0.625,0.9308035969734192,1.1177508648946581,0.6066282391548157,0.9095344543457031
20,0.9845835566520691,0.625,0.9313616156578064,1.1112209159379813,0.6081871390342712,0.9103139638900757
21,1.1858646869659424,0.59375,0.8985769748687744,1.0523332032290371,0.6264204382896423,0.9196327328681946
22,1.0136055946350098,0.609375,0.925912082195282,1.0927647520554513,0.6123919486999512,0.9134712219238281
23,1.3518422842025757,0.40625,0.8844168186187744,1.0730931861943402,0.6203169822692871,0.9165241122245789
24,1.0670361518859863,0.6171875,0.9177072048187256,1.0815642811035904,0.6260806918144226,0.9156337976455688
25,0.9360986948013306,0.625,0.9410574436187744,1.0545778379316633,0.6174351572990417,0.9194204807281494
26,1.165057897567749,0.515625,0.9071305990219116,1.089161910793998,0.6086647510528564,0.9138952493667603
27,0.9457823038101196,0.625,0.9363839626312256,1.0550163376228268,0.639769434928894,0.9192254543304443
28,0.8822611570358276,0.671875,0.9447501301765442,0.9644047328603198,0.6432748436927795,0.9339813590049744
29,1.169181227684021,0.5,0.9108537435531616,0.9622668721833902,0.6541786789894104,0.9331806302070618
30,0.8843187689781189,0.6640625,0.944771945476532,0.9555528326468035,0.6598011255264282,0.9342299699783325
31,0.9922886490821838,0.65625,0.9295480251312256,0.9510261861322936,0.660662829875946,0.9348263740539551
32,0.9177461862564087,0.671875,0.9395707845687866,0.8941387496351852,0.6880403161048889,0.9429326057434082
33,1.005951166152954,0.59375,0.9266182780265808,0.9108903669142929,0.6693083643913269,0.9405735731124878
34,0.8838209509849548,0.6875,0.9432067275047302,0.9329343858169533,0.6703216433525085,0.9367978572845459
35,0.9692237377166748,0.6875,0.9322684407234192,0.8682977502996271,0.6825284361839294,0.9464724659919739
36,1.1357364654541016,0.5390625,0.9107969999313354,0.9031879527424529,0.6685879230499268,0.9411343932151794
37,0.8546373844146729,0.59375,0.9478934407234192,0.8988986978956877,0.6693083643913269,0.941959023475647
38,0.9353165626525879,0.65625,0.9360265731811523,0.9013495445251465,0.671875,0.9416136741638184
39,0.9863147139549255,0.59375,0.9297572374343872,0.8495129446188608,0.7002924084663391,0.9483638405799866
40,0.9465219378471375,0.65625,0.9338029623031616,0.9236252081153715,0.6664265394210815,0.9380512833595276
41,0.8141235709190369,0.625,0.9528460502624512,0.8578467802567915,0.6931818127632141,0.94687819480896
42,0.8163999319076538,0.703125,0.9526541233062744,0.900879178479401,0.6732456088066101,0.941196858882904
43,0.856780469417572,0.6875,0.9481724500656128,0.830320467694692,0.6966858506202698,0.9507880806922913
44,0.8960866332054138,0.6796875,0.9433811902999878,0.7767728404565291,0.7215909361839294,0.9566130638122559
45,0.8329194188117981,0.6875,0.9501952528953552,0.8130324552630821,0.7024853825569153,0.9522520303726196
46,0.9080827832221985,0.640625,0.940377414226532,0.8204392576080234,0.6959654092788696,0.9513273239135742
47,0.8451617956161499,0.625,0.95068359375,0.8453533703630621,0.6931818127632141,0.9481720924377441
48,0.9836601614952087,0.671875,0.9327218532562256,0.8241422042379462,0.7082132697105408,0.9506250619888306
49,0.8307821750640869,0.6875,0.9524274468421936,0.7980131116998985,0.7219020128250122,0.953912615776062
50,0.9082831740379333,0.65625,0.944292426109314,0.7855547257733964,0.7283861637115479,0.9559065103530884
51,0.980021595954895,0.65625,0.9401507377624512,0.7866077216970131,0.7319884896278381,0.9539424180984497
