,val_loss,val_accuracy,val_auc_1,loss,accuracy,auc_1
0,1.7329351902008057,0.2578125,0.760232150554657,1.9613186380423133,0.21625344455242157,0.6499769687652588
1,1.6348216533660889,0.25,0.773212730884552,1.7670581084637602,0.2541322410106659,0.7416045665740967
2,1.5936410427093506,0.3020833432674408,0.8126627802848816,1.7094976632719854,0.2913223206996918,0.7634652853012085
3,1.5624500513076782,0.2734375,0.8123125433921814,1.7250461437157034,0.2837465703487396,0.7645151615142822
4,1.4759960174560547,0.4270833432674408,0.841711699962616,1.7028415790930924,0.29958677291870117,0.7728376984596252
5,1.5784327983856201,0.28125,0.7787466049194336,1.6426124848610113,0.32231405377388,0.7931352257728577
6,1.25599205493927,0.40625,0.8624833822250366,1.60938281395547,0.36019283533096313,0.8041711449623108
7,1.3309626579284668,0.40625,0.8686601519584656,1.5152185544494754,0.39944905042648315,0.8291541337966919
8,1.5268926620483398,0.3645833432674408,0.8317367434501648,1.4325529379621353,0.4545454680919647,0.8479801416397095
9,1.4097576141357422,0.3984375,0.8524561524391174,1.4916287874058916,0.4400826394557953,0.8356004357337952
10,1.2914891242980957,0.5208333134651184,0.8774336576461792,1.447619132373644,0.44701087474823,0.844085156917572
11,1.387279748916626,0.5208333134651184,0.872372567653656,1.3500066419553491,0.4769552946090698,0.8670048117637634
12,0.986272931098938,0.5546875,0.8928920030593872,1.3702052499965531,0.497245192527771,0.8610556125640869
13,1.0668981075286865,0.6145833134651184,0.8992125391960144,1.2267495209848913,0.557851254940033,0.8899518251419067
14,1.360360860824585,0.46875,0.8730158805847168,1.355865530345751,0.4884510934352875,0.8673446178436279
15,1.169574499130249,0.5078125,0.8937421441078186,1.2862158670771722,0.5258380174636841,0.878295361995697
16,1.2610914707183838,0.5416666865348816,0.8892455101013184,1.1913107089374377,0.557744562625885,0.8969264626502991
17,1.1805965900421143,0.5,0.9079473614692688,1.293379059179427,0.5316804647445679,0.8778060674667358
18,0.9783874154090881,0.625,0.9102434515953064,1.2292616037683115,0.5656424760818481,0.890145480632782
19,1.0748100280761719,0.5833333134651184,0.9219136238098145,1.1930586566095767,0.569972813129425,0.8970358967781067
20,1.350611925125122,0.46875,0.8768212795257568,1.156329843623579,0.586776852607727,0.9028477668762207
21,1.0480968952178955,0.59375,0.9126847982406616,1.1460176955898274,0.5909090638160706,0.9045200943946838
22,1.1530284881591797,0.59375,0.9124581217765808,1.1493962766710393,0.5819559097290039,0.9049450159072876
